Protein,Cluster_ID,Cluster_Size
HABP4,78,29
RPL36A-HNRNPH2,78,29
SRP54,78,29
SRP72,78,29
SRPRB,78,29
ZNF622,78,29
LLPH,78,29
ZNF598,78,29
BTF3,78,29
EDF1,78,29
CCDC124,78,29
NACA,78,29
NACAD,78,29
USP1,79,29
USP28,79,29
OTUB1,79,29
USP15,79,29
USP5,79,29
USP2,79,29
USP4,79,29
OTUD5,79,29
OTUD6B,79,29
ZUP1,79,29
UCHL3,79,29
USP25,79,29
ZNF501,79,29
ZNF44,79,29
ZNF763,79,29
ZNF569,79,29
ZNF436,79,29
USP48,79,29
ZNF629,79,29
YOD1,79,29
JOSD1,79,29
JOSD2,79,29
USP44,79,29
OTUD7A,79,29
OTUD6A,79,29
STAMBPL1,79,29
OTUD1,79,29
USP36,79,29
CHRFAM7A,79,29
AMFR,80,29
FAF2,80,29
RNF139,80,29
MARCHF6,80,29
HM13,80,29
USP33,80,29
EDEM1,80,29
OS9,80,29
UBE2J2,80,29
FAM8A1,80,29
SEL1L,80,29
SYVN1,80,29
TMEM129,80,29
DERL2,80,29
DNAJC10,80,29
DERL3,80,29
UBE2G2,80,29
HERPUD1,80,29
UBAC2,80,29
AUP1,80,29
ERLEC1,80,29
UBE2J1,80,29
DERL1,80,29
RNF5,80,29
FOXRED2,80,29
EDEM3,80,29
EDEM2,80,29
SEL1L2,80,29
SEL1L3,80,29
TYROBP,81,29
TREM2,81,29
CLEC4C,81,29
CARD9,81,29
SIRPG,81,29
FCER1G,81,29
AIF1,81,29
TREM1,81,29
CLEC5A,81,29
TREML4,81,29
CIRBP,81,29
CD300LB,81,29
TREML2,81,29
TREML1,81,29
FCER1A,81,29
LILRA1,81,29
LILRA4,81,29
CD300A,81,29
LILRA2,81,29
CD300LF,81,29
SIGLEC15,81,29
CD300E,81,29
CLEC6A,81,29
CLEC4E,81,29
MNDA,81,29
SIGLEC1,81,29
CLEC4D,81,29
CD300LD,81,29
ACRBP,81,29
CARTPT,82,29
GHRL,82,29
PDYN,82,29
GHSR,82,29
SSTR1,82,29
SST,82,29
PNOC,82,29
NPY2R,82,29
NPY1R,82,29
NPY,82,29
PPY,82,29
NPY4R2,82,29
PYY,82,29
NPY4R,82,29
MLN,82,29
NPY5R,82,29
OXT,82,29
PMCH,82,29
PENK,82,29
AGRP,82,29
MC3R,82,29
MBOAT4,82,29
PARPBP,82,29
MLNR,82,29
GPR39,82,29
BSX,82,29
SUCNR1,82,29
MCHR2,82,29
LYPD1,82,29
OPN3,83,29
EIF2S2,83,29
EIF2B1,83,29
EIF3F,83,29
EIF3D,83,29
EIF5,83,29
EIF3E,83,29
EIF1B,83,29
EIF3K,83,29
DHX29,83,29
EIF3G,83,29
EIF3J,83,29
EIF2S3B,83,29
EIF3C,83,29
EIF3A,83,29
EIF3I,83,29
EIF3L,83,29
EIF3CL,83,29
EIF3H,83,29
EIF1,83,29
EIF3M,83,29
SELENOP,83,29
EIF2AK4,83,29
EIF2B2,83,29
EIF2B3,83,29
EIF2A,83,29
EIF2B5,83,29
EIF2B4,83,29
PRRC2B,83,29
POSTN,84,28
SERPINH1,84,28
COL11A2,84,28
COL6A2,84,28
COL6A3,84,28
THBS2,84,28
COL4A1,84,28
COL6A1,84,28
COL4A5,84,28
COL4A2,84,28
COL18A1,84,28
COL1A2,84,28
COL3A1,84,28
COL5A1,84,28
COL5A2,84,28
COL8A1,84,28
COL9A3,84,28
COL14A1,84,28
COL12A1,84,28
COL11A1,84,28
PCOLCE,84,28
COL5A3,84,28
TNXB,84,28
COL15A1,84,28
COL16A1,84,28
DDR2,84,28
COL27A1,84,28
COL13A1,84,28
TIMELESS,85,28
CSNK1E,85,28
CSNK1D,85,28
RORA,85,28
CRY1,85,28
PER2,85,28
PER1,85,28
NPAS2,85,28
FBXL3,85,28
CRY2,85,28
CLOCK,85,28
ARNTL,85,28
PER3,85,28
BHLHE41,85,28
NR1D1,85,28
BHLHE40,85,28
ARNTL2,85,28
NR1D2,85,28
TPTEP2-CSNK1E,85,28
RORC,85,28
NFIL3,85,28
TEF,85,28
RORB,85,28
DBP,85,28
CIPC,85,28
CIART,85,28
RAI1,85,28
PASD1,85,28
CTNNA1,86,28
CTNNA2,86,28
CTNNA3,86,28
CTNND1,86,28
JUP,86,28
CDH15,86,28
CDH17,86,28
CDH13,86,28
YES1,86,28
CDH6,86,28
LIMA1,86,28
PTPRM,86,28
DCHS1,86,28
CDH11,86,28
CDH3,86,28
FER,86,28
CDH18,86,28
CDH24,86,28
CDH7,86,28
CDH8,86,28
CDH4,86,28
PTPRJ,86,28
CDH12,86,28
CDH9,86,28
CDH19,86,28
CDH20,86,28
CDH10,86,28
LRATD2,86,28
KLRK1,87,28
ULBP1,87,28
ULBP3,87,28
ULBP2,87,28
B3GAT1,87,28
MICA,87,28
LILRB1,87,28
NCR1,87,28
NECTIN1,87,28
NECTIN2,87,28
NECTIN4,87,28
NECTIN3,87,28
PVR,87,28
CD96,87,28
PVRIG,87,28
CD226,87,28
HCST,87,28
KLRD1,87,28
NCR3LG1,87,28
NCR3,87,28
KLRC2,87,28
NCR2,87,28
KLRC3,87,28
MICB,87,28
KLRF1,87,28
RAET1E,87,28
RAET1G,87,28
RAET1L,87,28
FGFR2,88,27
FLT4,88,27
VEGFB,88,27
FLT1,88,27
PDGFB,88,27
VEGFC,88,27
PGF,88,27
VEGFD,88,27
PDGFC,88,27
FGFR4,88,27
ANGPT2,88,27
FGFR3,88,27
TEK,88,27
FGFBP1,88,27
FRS2,88,27
FLT3,88,27
PDGFA,88,27
PDGFD,88,27
TIE1,88,27
ANGPT1,88,27
KLB,88,27
FGF19,88,27
ANGPT4,88,27
PDAP1,88,27
ANGPTL1,88,27
ANGPTL2,88,27
LECT2,88,27
HSD17B12,89,27
FADS1,89,27
SCD5,89,27
ELOVL6,89,27
ACOT8,89,27
THEM4,89,27
TECR,89,27
HACD1,89,27
ACOT2,89,27
ACOT1,89,27
ACOT4,89,27
TENT5A,89,27
ELOVL4,89,27
IMPG1,89,27
AWAT1,89,27
ELOVL2,89,27
HSD17B14,89,27
TECRL,89,27
HACD3,89,27
HACD4,89,27
ELOVL1,89,27
ELOVL7,89,27
HACD2,89,27
ELOVL3,89,27
THEM5,89,27
ACOT7,89,27
ACOT9,89,27
BCAN,90,27
COMP,90,27
COL2A1,90,27
TNFAIP6,90,27
MMP13,90,27
NCAN,90,27
VCAN,90,27
ACAN,90,27
COL9A1,90,27
COL9A2,90,27
OGN,90,27
FMOD,90,27
HAPLN1,90,27
ADAMTS1,90,27
ADAMTS5,90,27
ADAMTS3,90,27
COL10A1,90,27
PRELP,90,27
TNR,90,27
ADAMTS4,90,27
MATN1,90,27
OMD,90,27
KIAA1217,90,27
PRG4,90,27
OPTC,90,27
ECM2,90,27
CCBE1,90,27
SSBP4,91,27
LDB1,91,27
SSBP3,91,27
LMO4,91,27
SSBP2,91,27
ISL2,91,27
TLX1,91,27
GATA2,91,27
GFI1B,91,27
LDB2,91,27
LMO2,91,27
ZFPM1,91,27
LHX2,91,27
MYB,91,27
TAL1,91,27
LYL1,91,27
TLX3,91,27
LHX9,91,27
CBFA2T3,91,27
FLI1,91,27
LHX4,91,27
LMO1,91,27
GLIS2,91,27
NHLH2,91,27
BEX2,91,27
LMO3,91,27
BEX1,91,27
IFT88,92,27
IFT20,92,27
TRAF3IP1,92,27
IFT172,92,27
WDR35,92,27
IFT74,92,27
IFT122,92,27
TTC26,92,27
HSPB11,92,27
IFT43,92,27
IFT27,92,27
IFT46,92,27
IFT57,92,27
IFT81,92,27
IFT80,92,27
IFT22,92,27
TTC30B,92,27
TTC21B,92,27
IFT52,92,27
IFT140,92,27
CLUAP1,92,27
WDR19,92,27
TTC30A,92,27
TULP3,92,27
C11orf74,92,27
ANKRD55,92,27
TTC21A,92,27
NLRP3,93,26
NLRC4,93,26
DTX4,93,26
PYCARD,93,26
CASP4,93,26
NLRP1,93,26
MEFV,93,26
NAIP,93,26
IFI16,93,26
NLRP12,93,26
DHX33,93,26
CASP5,93,26
CARD8,93,26
SLA,93,26
GSDMD,93,26
PYDC1,93,26
NLRC5,93,26
NLRP6,93,26
AIM2,93,26
NLRP4,93,26
NLRP9,93,26
NLRP2,93,26
NLRP7,93,26
ZNF205,93,26
OR1F1,93,26
NLRP10,93,26
AGO1,94,26
PRORP,94,26
ERN1,94,26
RPP25,94,26
RPP40,94,26
RPP14,94,26
RPP30,94,26
RPP21,94,26
TARBP2,94,26
HSD17B10,94,26
DGCR8,94,26
XPO5,94,26
PRKRA,94,26
POP1,94,26
POP5,94,26
AGO3,94,26
POP4,94,26
POP7,94,26
AGO4,94,26
MOV10,94,26
FSIP1,94,26
RPP25L,94,26
NEPRO,94,26
C18orf21,94,26
TNRC6B,94,26
ANKMY2,94,26
PIAS1,95,26
UBA2,95,26
PIAS4,95,26
PIAS3,95,26
PIAS2,95,26
SENP2,95,26
RANBP6,95,26
SUMO3,95,26
SUMO4,95,26
RANGAP1,95,26
NISCH,95,26
RGPD5,95,26
ADGRD1,95,26
XPOT,95,26
RGPD6,95,26
RGPD3,95,26
RCC1,95,26
SAE1,95,26
NEMP1,95,26
SENP5,95,26
IPO7,95,26
SENP7,95,26
RGPD2,95,26
SENP1,95,26
USPL1,95,26
NTMT1,95,26
SYCP1,96,26
SYCP3,96,26
REC8,96,26
SMC1A,96,26
CHTF8,96,26
ESCO2,96,26
ESCO1,96,26
MAU2,96,26
RAD21,96,26
SMC3,96,26
WAPL,96,26
PDS5A,96,26
STAG2,96,26
PDS5B,96,26
STAG1,96,26
SMC1B,96,26
RAD21L1,96,26
SYCE2,96,26
SYCE1,96,26
SYCP2,96,26
SGO2,96,26
HORMAD2,96,26
SYCE3,96,26
STAG3,96,26
TEX12,96,26
C14orf39,96,26
A4GALT,97,26
B4GALT1,97,26
B4GALT2,97,26
B3GNT5,97,26
FUT2,97,26
FUT4,97,26
FUT1,97,26
B3GALT5,97,26
ST3GAL4,97,26
B3GALT2,97,26
B3GALT1,97,26
ST6GAL1,97,26
B4GALT3,97,26
ST6GAL2,97,26
FUT6,97,26
B4GALNT2,97,26
FUT9,97,26
B3GNT2,97,26
FUT3,97,26
B3GNT4,97,26
B3GNT3,97,26
B4GALT4,97,26
GCNT2,97,26
ST3GAL6,97,26
FUT5,97,26
ABO,97,26
PLCB2,98,26
CASR,98,26
GNAT3,98,26
GLP2R,98,26
TAS2R46,98,26
TAS2R60,98,26
TAS1R1,98,26
TAS2R42,98,26
TAS2R1,98,26
TAS2R4,98,26
TAS2R38,98,26
TAS2R31,98,26
TAS1R2,98,26
TAS1R3,98,26
TAS2R43,98,26
TAS2R7,98,26
TAS2R3,98,26
TAS2R5,98,26
TAS2R16,98,26
TAS2R39,98,26
TAS2R19,98,26
TAS2R41,98,26
TAS2R14,98,26
TAS2R30,98,26
TAS2R9,98,26
TAS2R13,98,26
PRICKLE3,99,26
DVL2,99,26
CXXC4,99,26
FRAT1,99,26
VANGL1,99,26
DVL3,99,26
DACT1,99,26
FRAT2,99,26
DVL1,99,26
NKD2,99,26
PRICKLE1,99,26
CCDC88C,99,26
CELSR1,99,26
BAMBI,99,26
PRICKLE2,99,26
PRICKLE4,99,26
DAAM1,99,26
VANGL2,99,26
DAAM2,99,26
PTK7,99,26
RYK,99,26
CELSR3,99,26
ANKRD6,99,26
ROR2,99,26
HECW1,99,26
ARHGEF19,99,26
GALNT2,100,26
GALNT12,100,26
GALNT3,100,26
ST6GALNAC1,100,26
GALNT6,100,26
GALNT11,100,26
GALNT9,100,26
GALNT4,100,26
GALNTL6,100,26
GALNT16,100,26
GCNT1,100,26
C1GALT1C1L,100,26
GALNT1,100,26
C1GALT1,100,26
GALNT5,100,26
GALNT18,100,26
B3GNT6,100,26
GALNTL5,100,26
GALNT15,100,26
GALNT7,100,26
GALNT17,100,26
GALNT8,100,26
GALNT10,100,26
C1GALT1C1,100,26
GCNT4,100,26
GCNT3,100,26
HAUS1,101,25
NUMA1,101,25
TOPORS,101,25
TUBGCP3,101,25
TUBG1,101,25
TUBGCP6,101,25
TUBGCP4,101,25
MARK4,101,25
MZT2A,101,25
MZT2B,101,25
TUBGCP5,101,25
MZT1,101,25
HAUS8,101,25
HAUS6,101,25
HAUS4,101,25
HAUS2,101,25
HAUS7,101,25
HAUS5,101,25
HAUS3,101,25
ZNF223,101,25
TUBG2,101,25
NEDD1,101,25
TUBGCP2,101,25
G3V2T6_HUMAN,101,25
TUBD1,101,25
INTS6,102,25
INTS3,102,25
INTS5,102,25
INTS1,102,25
ZMYND8,102,25
INTS13,102,25
INTS6L,102,25
C7orf26,102,25
INTS7,102,25
INTS11,102,25
NABP2,102,25
INTS9,102,25
NABP1,102,25
INTS12,102,25
ZNF592,102,25
INTS14,102,25
INTS2,102,25
INTS8,102,25
ZNF687,102,25
INIP,102,25
NAIF1,102,25
INTS4,102,25
INTS10,102,25
PCNX3,102,25
TSPYL2,102,25
PIGB,103,25
PIGM,103,25
PIGV,103,25
PGAP3,103,25
PIGQ,103,25
PIGP,103,25
PIGH,103,25
PIGC,103,25
PIGK,103,25
GPAA1,103,25
PYURF,103,25
PIGG,103,25
PIGZ,103,25
PIGT,103,25
PIGO,103,25
PIGN,103,25
PIGA,103,25
PIGW,103,25
PIGY,103,25
PIGL,103,25
PIGU,103,25
PGAP2,103,25
PIGF,103,25
PIGS,103,25
PGAP1,103,25
KCNQ1,104,24
KCNH2,104,24
KCNQ2,104,24
KCNQ3,104,24
KCNQ4,104,24
KCNE4,104,24
KCNE2,104,24
KCNE3,104,24
KCNJ2,104,24
KCNJ18,104,24
KCNE1,104,24
KCNQ5,104,24
PHLDA2,104,24
ASCL2,104,24
KCNE5,104,24
AMMECR1,104,24
KCNJ12,104,24
KCNJ4,104,24
SLC22A18,104,24
SLC22A18AS,104,24
KCNJ13,104,24
KCNE1B,104,24
KCNJ14,104,24
RNF167,104,24
NR1I2,105,24
NR1I3,105,24
CYP7A1,105,24
CYP27A1,105,24
CYP46A1,105,24
SOAT2,105,24
LIPA,105,24
SOAT1,105,24
CYP7B1,105,24
CYP8B1,105,24
NPC1L1,105,24
MYLIP,105,24
NR1H3,105,24
XPR1,105,24
ABCG1,105,24
NR1H4,105,24
NR1H2,105,24
ABCB4,105,24
NR0B2,105,24
ABCB11,105,24
SLC51B,105,24
SLC51A,105,24
FABP6,105,24
SLC10A2,105,24
KCNA4,106,24
KCNA2,106,24
ELK1,106,24
KCNA5,106,24
KCNA1,106,24
KCNC3,106,24
KCNB1,106,24
KCNB2,106,24
KCNA3,106,24
KCNAB1,106,24
KCNAB2,106,24
KCNC4,106,24
KCNA7,106,24
KCNH1,106,24
KCNA6,106,24
KCNF1,106,24
KCNG4,106,24
KCNA10,106,24
KCNS3,106,24
KCNC2,106,24
KCNV1,106,24
KCNAB3,106,24
KCNH3,106,24
GJC3,106,24
SPRR2B,107,24
LCE3C,107,24
LCE1A,107,24
LCE3B,107,24
LCE1B,107,24
SPRR2D,107,24
LCE2D,107,24
LCE3D,107,24
LCE2A,107,24
LCE2B,107,24
LCE2C,107,24
SPRR2G,107,24
LCE1C,107,24
LCE3E,107,24
SPRR2E,107,24
LCE1D,107,24
LCE3A,107,24
LCE1E,107,24
LCE5A,107,24
LCE1F,107,24
LCE6A,107,24
PGLYRP3,107,24
PGLYRP4,107,24
LCE4A,107,24
COPA,108,23
COPB2,108,23
COPE,108,23
ARFGAP1,108,23
ARFGAP2,108,23
COPB1,108,23
ARF4,108,23
GORAB,108,23
ARFGAP3,108,23
GBF1,108,23
COPZ1,108,23
NUDCD1,108,23
ARCN1,108,23
SCYL1,108,23
TMED3,108,23
PRR15L,108,23
DIPK2A,108,23
COPG1,108,23
TMED7,108,23
COPZ2,108,23
TSGA13,108,23
COPG2,108,23
RCHY1,108,23
MOCOS,109,23
FDX1,109,23
NUBPL,109,23
HSCB,109,23
ISCA1,109,23
ISCA2,109,23
NFS1,109,23
IBA57,109,23
LYRM4,109,23
ISCU,109,23
NFU1,109,23
BOLA3,109,23
LIAS,109,23
BOLA2B,109,23
FXN,109,23
FDX2,109,23
TSTD3,109,23
GLRX5,109,23
BOLA2,109,23
GLRX3,109,23
BOLA1,109,23
SCLY,109,23
ANKRD54,109,23
EFNB2,110,23
NGEF,110,23
EPHA2,110,23
EFNA2,110,23
EFNA5,110,23
EFNA3,110,23
EPHA1,110,23
EFNA1,110,23
EPHA4,110,23
EPHA3,110,23
EPHB2,110,23
EPHB4,110,23
EPHB3,110,23
EPHA7,110,23
EFNA4,110,23
EFNB1,110,23
EFNB3,110,23
EPHB1,110,23
EPHA8,110,23
EPHA10,110,23
EPHA6,110,23
EPHA5,110,23
EPHB6,110,23
SLC39A7,111,23
SLC39A13,111,23
SLC30A4,111,23
SLC30A9,111,23
SLC39A9,111,23
SLC30A7,111,23
SLC39A1,111,23
SLC39A11,111,23
SLC30A5,111,23
SLC30A6,111,23
SLC30A1,111,23
SLC30A2,111,23
SLC39A14,111,23
SLC30A10,111,23
SLC30A3,111,23
SLC39A8,111,23
SLC39A5,111,23
SLC39A6,111,23
SLC39A4,111,23
SLC39A12,111,23
SLC39A10,111,23
SLC39A3,111,23
SLC39A2,111,23
POLR1D,112,23
POLR3E,112,23
POLR3D,112,23
POLR3K,112,23
BRF2,112,23
ZNRD1,112,23
POLR3C,112,23
POLR3F,112,23
ENSP00000487094,112,23
POLR3GL,112,23
MAF1,112,23
CRCP,112,23
POLR3G,112,23
POLR3H,112,23
BDP1,112,23
BRF1,112,23
GTF3C3,112,23
GTF3C1,112,23
GTF3A,112,23
GTF3C5,112,23
GTF3C4,112,23
GTF3C2,112,23
GTF3C6,112,23
ZC3H13,113,23
YTHDC2,113,23
YTHDF1,113,23
METTL14,113,23
RBM15B,113,23
IGF2BP1,113,23
WTAP,113,23
ALKBH5,113,23
YTHDF3,113,23
VIRMA,113,23
IGF2BP3,113,23
IGF2BP2,113,23
FTO,113,23
CBLL1,113,23
METTL3,113,23
RBM15,113,23
YTHDF2,113,23
YTHDC1,113,23
METTL16,113,23
PRRC2A,113,23
METTL5,113,23
ZCCHC4,113,23
METTL4,113,23
EXOSC5,114,23
EXOSC7,114,23
EXOSC4,114,23
EXOSC3,114,23
C1D,114,23
EXOSC1,114,23
EXOSC2,114,23
EXOSC9,114,23
EXOSC8,114,23
GTPBP1,114,23
SUPV3L1,114,23
EXOSC6,114,23
ZC3H18,114,23
RBM7,114,23
ZFC3H1,114,23
PNPT1,114,23
SKIV2L,114,23
MPHOSPH6,114,23
DIS3L,114,23
DIS3,114,23
TTC37,114,23
ZCCHC7,114,23
ZCCHC8,114,23
KRT33B,115,23
KRT38,115,23
KRTAP11-1,115,23
KRTAP17-1,115,23
KRTAP3-1,115,23
KRTAP1-1,115,23
KRTAP9-3,115,23
KRTAP3-2,115,23
KRTAP4-7,115,23
KRTAP1-3,115,23
KRTAP1-5,115,23
KRTAP9-8,115,23
KRTAP4-1,115,23
KRTAP2-1,115,23
KRTAP4-5,115,23
KRTAP4-2,115,23
KRTAP4-3,115,23
KRTAP4-12,115,23
KRTAP9-4,115,23
KRTAP4-8,115,23
KRTAP4-4,115,23
KRTAP9-9,115,23
KRTAP4-11,115,23
KDM5A,116,23
ING2,116,23
ING1,116,23
SIN3B,116,23
SAP30,116,23
SAP18,116,23
ARID4B,116,23
SAP30BP,116,23
ARID4A,116,23
BRMS1L,116,23
SAP30L,116,23
PHF12,116,23
SINHCAF,116,23
SUDS3,116,23
BRMS1,116,23
SAP130,116,23
GATAD1,116,23
EMSY,116,23
PHF23,116,23
BAHCC1,116,23
TNRC18,116,23
IFRD1,116,23
ZNF704,116,23
PNPLA2,117,22
DGAT1,117,22
ANGPTL4,117,22
ANGPTL8,117,22
ANGPTL3,117,22
GPIHBP1,117,22
LPL,117,22
PLPP5,117,22
PLPP4,117,22
DGKD,117,22
LIPF,117,22
LIPC,117,22
PNLIPRP3,117,22
MOGAT2,117,22
PNPLA3,117,22
DGAT2,117,22
LIPG,117,22
AGK,117,22
LMF1,117,22
MOGAT3,117,22
MOGAT1,117,22
G0S2,117,22
DIDO1,118,22
SP100,118,22
H3C15,118,22
H3C14,118,22
H3C6,118,22
H3-3A,118,22
H3C3,118,22
H3C4,118,22
H3C1,118,22
H3C2,118,22
H3C10,118,22
H3C7,118,22
H3C8,118,22
H3C11,118,22
NASP,118,22
PYGO1,118,22
ZCWPW2,118,22
MORC3,118,22
CDYL2,118,22
HDGFL2,118,22
CHD1,118,22
TRIM66,118,22
PRL,119,22
GHR,119,22
EPO,119,22
GHRHR,119,22
PRLR,119,22
GH1,119,22
GH2,119,22
CSHL1,119,22
THPO,119,22
CSH2,119,22
CSH1,119,22
ENSP00000497443,119,22
PSG9,119,22
PSG6,119,22
PSG8,119,22
PSG1,119,22
PSG2,119,22
PSG11,119,22
PSG3,119,22
PSG4,119,22
PSG7,119,22
PSG5,119,22
MUC5AC,120,22
MUC2,120,22
MUC5B,120,22
MUC7,120,22
HTN3,120,22
MUC4,120,22
MUC3A,120,22
MUC6,120,22
A4GNT,120,22
MUC17,120,22
MUC21,120,22
MUC16,120,22
MUC19,120,22
MUC12,120,22
MUC20,120,22
MUC13,120,22
MUC15,120,22
GALNT14,120,22
HTN1,120,22
STATH,120,22
SMR3B,120,22
MUC22,120,22
ALDH2,121,22
ALDH3A2,121,22
ALDH9A1,121,22
ALDH1B1,121,22
ALDH7A1,121,22
ACSS2,121,22
ACSS1,121,22
UPB1,121,22
ABAT,121,22
ACSF3,121,22
ACOT12,121,22
ALDH3A1,121,22
ALDH3B1,121,22
ALDH3B2,121,22
PDE11A-2,121,22
PDE8B-2,121,22
ZNF208,121,22
ACYP2,121,22
ACYP1,121,22
PHYKPL,121,22
ARMC5,121,22
HYKK,121,22
CHRNA6,122,22
CHRNB3,122,22
CHRNA5,122,22
CHRNA3,122,22
MUSK,122,22
DOK7,122,22
BCHE,122,22
CHRNA1,122,22
RAPSN,122,22
COLQ,122,22
CHRNA9,122,22
CHRNA4,122,22
CHRND,122,22
CHRNB4,122,22
CHRNB1,122,22
CHRNB2,122,22
CHRNA2,122,22
CHRNA7,122,22
CHRNE,122,22
CHRNA10,122,22
PRIMA1,122,22
CHRNG,122,22
MBTPS1,123,22
MBTPS2,123,22
ATF2,123,22
CAMK4,123,22
CREB5,123,22
ATF1,123,22
ATF4,123,22
CREM,123,22
CREB3L3,123,22
CREB3L1,123,22
RPS6KA5,123,22
ATF6B,123,22
CREB3,123,22
CREB3L2,123,22
CREB3L4,123,22
PPP1R15A,123,22
CREBZF,123,22
RPS6KA4,123,22
DDIT3,123,22
CEBPG,123,22
ATF5,123,22
TRIB3,123,22
GLUL,124,22
ALDH4A1,124,22
GLUD1,124,22
GAD1,124,22
GLUD2,124,22
GLS2,124,22
GAD2,124,22
GLS,124,22
GADL1,124,22
CNDP2,124,22
CNDP1,124,22
CDO1,124,22
GCLM,124,22
GCLC,124,22
OPLAH,124,22
D2HGDH,124,22
L2HGDH,124,22
CARNS1,124,22
DGLUCY,124,22
CSAD,124,22
ADO,124,22
CARNMT1,124,22
MATK,125,22
CD6,125,22
CD3G,125,22
CD3D,125,22
CD3E,125,22
GZMK,125,22
SLAMF1,125,22
CD7,125,22
CD2,125,22
SH2D1A,125,22
CD8B,125,22
CD244,125,22
CD48,125,22
PGBD4,125,22
SLAMF7,125,22
SLAMF6,125,22
CD52,125,22
LY9,125,22
CD84,125,22
SH2D1B,125,22
SLAMF9,125,22
CD58,125,22
DCLRE1C,126,22
PAXX,126,22
ZSWIM7,126,22
RCOR1,126,22
XPC,126,22
SWSAP1,126,22
NHEJ1,126,22
PHF21A,126,22
ATP23,126,22
GSE1,126,22
SFMBT1,126,22
HMG20A,126,22
ZMYM3,126,22
RCOR3,126,22
KDM5B,126,22
HMG20B,126,22
ZMYM2,126,22
ZMYM4,126,22
ZNF217,126,22
MIB1,126,22
RCOR2,126,22
PHF21B,126,22
LOR,127,22
IVL,127,22
FLG,127,22
TCHH,127,22
FLG2,127,22
SPRR3,127,22
SPRR1B,127,22
SPRR1A,127,22
TGM1,127,22
SPRR2A,127,22
RPTN,127,22
CASP14,127,22
TGM3,127,22
PADI3,127,22
ALOXE3,127,22
NIPAL4,127,22
PNPLA1,127,22
CYP4F22,127,22
ABCA12,127,22
LELP1,127,22
SPRR2F,127,22
SDR9C7,127,22
RAB8A,128,21
RAB3IP,128,21
RAB14,128,21
TBC1D4,128,21
MICAL2,128,21
NINL,128,21
RAB10,128,21
RAB13,128,21
LNPEP,128,21
MYO5C,128,21
RILPL2,128,21
MICALL2,128,21
MICAL3,128,21
RAB3IL1,128,21
LAX1,128,21
RAB39B,128,21
RAB8B,128,21
RILPL1,128,21
NEDD9,128,21
DENND3,128,21
RAB12,128,21
FKBP6,129,21
DDX4,129,21
ASZ1,129,21
PLD6,129,21
PIWIL1,129,21
PIWIL4,129,21
HENMT1,129,21
TDRD1,129,21
MOV10L1,129,21
PIWIL2,129,21
MAEL,129,21
TDRKH,129,21
TDRD9,129,21
TDRD12,129,21
PIR,129,21
EXD1,129,21
GTSF1,129,21
RNF17,129,21
TDRD5,129,21
TDRD6,129,21
STK31,129,21
SLC7A11,130,21
SLC1A2,130,21
SLC3A2,130,21
SLC38A2,130,21
SLC38A1,130,21
SLC7A9,130,21
SLC3A1,130,21
SLC6A19,130,21
SLC1A4,130,21
SLC7A10,130,21
SLC7A5,130,21
SLC43A1,130,21
TLCD3A,130,21
SLC7A8,130,21
SLC7A6,130,21
SLC7A1,130,21
SLC7A7,130,21
SLC1A5,130,21
SLC43A2,130,21
SLC7A13,130,21
CLTRN,130,21
CTTNBP2,131,21
STRN,131,21
CTTNBP2NL,131,21
TRAF3IP3,131,21
SIKE1,131,21
STK25,131,21
STRIP1,131,21
STRN3,131,21
STK24,131,21
PDCD10,131,21
STRN4,131,21
MOB4,131,21
MAP4K2,131,21
MAP4K4,131,21
TNIK,131,21
STRIP2,131,21
SLMAP,131,21
STK26,131,21
FGFR1OP2,131,21
RIPOR1,131,21
C4orf19,131,21
IRAK1,132,21
IRAK4,132,21
IL33,132,21
IL1RN,132,21
IRAK2,132,21
TLR5,132,21
PELI1,132,21
IRAK3,132,21
IL1R1,132,21
TICAM1,132,21
TICAM2,132,21
IL1RL1,132,21
PELI2,132,21
TOLLIP,132,21
PELI3,132,21
TIRAP,132,21
SIGIRR,132,21
SARM1,132,21
RS1,132,21
IL1R2,132,21
TMED7-TICAM2,132,21
TRAPPC11,133,21
TRAPPC6A,133,21
TRAPPC13,133,21
TRAPPC2,133,21
TRAPPC1,133,21
TRAPPC4,133,21
ENSP00000485615,133,21
TRAPPC3L,133,21
TRAPPC5,133,21
TRAPPC8,133,21
TRAPPC12,133,21
TRAPPC10,133,21
TRAPPC2L,133,21
TRAPPC6B,133,21
TRAPPC2B,133,21
TRAPPC9,133,21
TRAPPC3,133,21
TBC1D14,133,21
MAP11,133,21
CABS1,133,21
BCL2L14,133,21
STAU1,134,21
UPF1,134,21
SMG1,134,21
UPF3B,134,21
ZGRF1,134,21
ETF1,134,21
GSPT1,134,21
FAM120A,134,21
DHX34,134,21
UPF2,134,21
UPF3A,134,21
CCDC9,134,21
PYM1,134,21
SMG6,134,21
STAU2,134,21
GSPT2,134,21
SMG5,134,21
SMG7,134,21
SMG9,134,21
SMG8,134,21
PNRC2,134,21
BLOC1S6,135,21
BCAS3,135,21
SNAPIN,135,21
DTNBP1,135,21
BLOC1S2,135,21
BLOC1S4,135,21
BLOC1S3,135,21
BLOC1S1,135,21
TXNDC5,135,21
HPS6,135,21
HPS5,135,21
HPS3,135,21
HPS4,135,21
KXD1,135,21
BORCS6,135,21
HPS1,135,21
BLOC1S5,135,21
BCAS4,135,21
